URL,image_urls,local_images,Election:,Party:,Constituency:,Mentions:,Issues Covered:,Unnamed: 8,Unnamed: 9,Unnamed: 10
https://www.openelections.co.uk/leaflets/19454/,"['https://cdn.openelections.co.uk/uploads/2020/08/10449_1-1024x725.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10449_2-1024x725.jpg']","['leaflet_images/19454/10449_1-1024x725.jpg', 'leaflet_images/19454/10449_2-1024x725.jpg']",2015 General Election,Labour Party,Manchester Central,Candidate,"Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19457/,['https://cdn.openelections.co.uk/uploads/2020/08/10450_1-701x1024.jpg'],['leaflet_images/19457/10450_1-701x1024.jpg'],2015 General Election,Green Party,Manchester Central,"Candidate, Tactical situation","Economy, Education, Environment, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19460/,"['https://cdn.openelections.co.uk/uploads/2020/08/10451_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10451_2-768x1024.jpg']","['leaflet_images/19460/10451_1-768x1024.jpg', 'leaflet_images/19460/10451_2-768x1024.jpg']",2015 General Election,Conservative Party,St Albans,Candidate,"Brexit/Europe, Economy, Education, Environment, Governance, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19463/,"['https://cdn.openelections.co.uk/uploads/2020/08/10453_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10453_2-768x1024.jpg']","['leaflet_images/19463/10453_1-768x1024.jpg', 'leaflet_images/19463/10453_2-768x1024.jpg']",2015 General Election,Labour Party,Bury St Edmunds,"Candidate, Other party/leader/candidate","Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19466/,"['https://cdn.openelections.co.uk/uploads/2020/08/10454_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10454_2-768x1024.jpg']","['leaflet_images/19466/10454_1-768x1024.jpg', 'leaflet_images/19466/10454_2-768x1024.jpg']",2015 General Election,Conservative Party,Bury St Edmunds,Candidate,"Brexit/Europe, Economy, Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19471/,['https://cdn.openelections.co.uk/uploads/2020/08/10455_1-720x1024.jpg'],['leaflet_images/19471/10455_1-720x1024.jpg'],2015 General Election,Green Party,Hove,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19474/,"['https://cdn.openelections.co.uk/uploads/2020/08/10456_1-1024x726.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10456_2-1024x726.jpg']","['leaflet_images/19474/10456_1-1024x726.jpg', 'leaflet_images/19474/10456_2-1024x726.jpg']",2015 General Election,UK Independence Party,Wealden,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19477/,['https://cdn.openelections.co.uk/uploads/2020/08/10457_1-1024x482.jpg'],['leaflet_images/19477/10457_1-1024x482.jpg'],2015 General Election,Conservative Party,Wealden,Candidate,"Brexit/Europe, Economy, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/19480/,['https://cdn.openelections.co.uk/uploads/2020/08/10458_1-725x1024.jpg'],['leaflet_images/19480/10458_1-725x1024.jpg'],2015 General Election,Conservative Party,Wealden,"Candidate, Other party/leader/candidate, Party leader","Economy, Health",,,
https://www.openelections.co.uk/leaflets/19488/,['https://cdn.openelections.co.uk/uploads/2020/08/10462_1-1024x721.jpg'],['leaflet_images/19488/10462_1-1024x721.jpg'],2015 General Election,Labour Party,Glasgow South,Other party/leader/candidate,"Economy, Education, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19492/,"['https://cdn.openelections.co.uk/uploads/2020/08/10463_1-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10463_2-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10463_3-745x1024.jpg']","['leaflet_images/19492/10463_1-745x1024.jpg', 'leaflet_images/19492/10463_2-745x1024.jpg', 'leaflet_images/19492/10463_3-745x1024.jpg']",2015 General Election,Conservative Party,Garston and Halewood,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19499/,"['https://cdn.openelections.co.uk/uploads/2020/08/10467_1-1024x576.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10467_2-1024x576.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10467_3-1024x576.jpg']","['leaflet_images/19499/10467_1-1024x576.jpg', 'leaflet_images/19499/10467_2-1024x576.jpg', 'leaflet_images/19499/10467_3-1024x576.jpg']",2015 General Election,Green Party,Liverpool Riverside,"Candidate, Other party/leader/candidate, Party leader, Tactical situation","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19504/,['https://cdn.openelections.co.uk/uploads/2020/08/10468_1-1024x488.jpg'],['leaflet_images/19504/10468_1-1024x488.jpg'],2015 General Election,Scottish National Party,Glasgow South,"Candidate, Other party/leader/candidate, Party leader","Economy, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19507/,"['https://cdn.openelections.co.uk/uploads/2020/08/10469_1-1024x613.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10469_2-1024x613.jpg']","['leaflet_images/19507/10469_1-1024x613.jpg', 'leaflet_images/19507/10469_2-1024x613.jpg']",2015 General Election,Labour Party,Broxtowe,Other party/leader/candidate,"Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19511/,"['https://cdn.openelections.co.uk/uploads/2020/08/10470_1-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10470_2-745x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10470_3-745x1024.jpg']","['leaflet_images/19511/10470_1-745x1024.jpg', 'leaflet_images/19511/10470_2-745x1024.jpg', 'leaflet_images/19511/10470_3-745x1024.jpg']",2015 General Election,Labour Party,Central Ayrshire,Other party/leader/candidate,Health,,,
https://www.openelections.co.uk/leaflets/19531/,"['https://cdn.openelections.co.uk/uploads/2020/08/10478_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10478_2-1024x768.jpg']","['leaflet_images/19531/10478_1-1024x768.jpg', 'leaflet_images/19531/10478_2-1024x768.jpg']",2015 General Election,Liberal Democrats,Poole,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Health",,,
https://www.openelections.co.uk/leaflets/19534/,['https://cdn.openelections.co.uk/uploads/2020/08/10479_1-e1630161271582-768x1024.jpg'],['leaflet_images/19534/10479_1-e1630161271582-768x1024.jpg'],2015 General Election,Conservative Party,Poole,Candidate,"Brexit/Europe, Economy, Immigration",,,
https://www.openelections.co.uk/leaflets/19537/,"['https://cdn.openelections.co.uk/uploads/2020/08/10482_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10482_2-724x1024.jpg']","['leaflet_images/19537/10482_1-724x1024.jpg', 'leaflet_images/19537/10482_2-724x1024.jpg']",2015 General Election,UK Independence Party,Bristol North West,Candidate,"Brexit/Europe, Economy, Environment, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19540/,['https://cdn.openelections.co.uk/uploads/2020/08/10483_1-726x1024.jpg'],['leaflet_images/19540/10483_1-726x1024.jpg'],2015 General Election,Conservative Party,Scarborough and Whitby,Candidate,,,,
https://www.openelections.co.uk/leaflets/19544/,['https://cdn.openelections.co.uk/uploads/2020/08/10484_1-725x1024.jpg'],['leaflet_images/19544/10484_1-725x1024.jpg'],2015 General Election,Liberal Democrats,Scarborough and Whitby,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19547/,['https://cdn.openelections.co.uk/uploads/2020/08/10485_1-729x1024.jpg'],['leaflet_images/19547/10485_1-729x1024.jpg'],2015 General Election,Labour Party,Scarborough and Whitby,Candidate,"Brexit/Europe, Environment, Health",,,
https://www.openelections.co.uk/leaflets/19550/,['https://cdn.openelections.co.uk/uploads/2020/08/10486_1-731x1024.jpg'],['leaflet_images/19550/10486_1-731x1024.jpg'],2015 General Election,Liberal Democrats,Scarborough and Whitby,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19561/,['https://cdn.openelections.co.uk/uploads/2020/08/10491_1-723x1024.jpg'],['leaflet_images/19561/10491_1-723x1024.jpg'],2015 General Election,UK Independence Party,Scarborough and Whitby,,"Brexit/Europe, Economy, Education, Governance, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19564/,"['https://cdn.openelections.co.uk/uploads/2020/08/10492_1-734x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10492_2-734x1024.jpg']","['leaflet_images/19564/10492_1-734x1024.jpg', 'leaflet_images/19564/10492_2-734x1024.jpg']",2015 General Election,Liberal Democrats,Pontypridd,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19568/,['https://cdn.openelections.co.uk/uploads/2020/08/10493_1.jpg'],['leaflet_images/19568/10493_1.jpg'],2015 General Election,Conservative Party,Pontypridd,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19571/,"['https://cdn.openelections.co.uk/uploads/2020/08/10494_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10494_2-768x1024.jpg']","['leaflet_images/19571/10494_1-768x1024.jpg', 'leaflet_images/19571/10494_2-768x1024.jpg']",2015 General Election,Green Party,Southend West,Candidate,"Economy, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19574/,"['https://cdn.openelections.co.uk/uploads/2020/08/10495_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10495_2-724x1024.jpg']","['leaflet_images/19574/10495_1-724x1024.jpg', 'leaflet_images/19574/10495_2-724x1024.jpg']",2015 General Election,Conservative Party,Haltemprice and Howden,"Candidate, Party leader","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19589/,"['https://cdn.openelections.co.uk/uploads/2020/08/10500_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10500_2-768x1024.jpg']","['leaflet_images/19589/10500_1-768x1024.jpg', 'leaflet_images/19589/10500_2-768x1024.jpg']",2015 General Election,Liberal Democrats,Hornsey and Wood Green,"Candidate, Other party/leader/candidate","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19593/,"['https://cdn.openelections.co.uk/uploads/2020/08/10501_1-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10501_2-724x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10501_3-724x1024.jpg']","['leaflet_images/19593/10501_1-724x1024.jpg', 'leaflet_images/19593/10501_2-724x1024.jpg', 'leaflet_images/19593/10501_3-724x1024.jpg']",2015 General Election,UK Independence Party,Charnwood,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Education, Environment, Immigration",,,
https://www.openelections.co.uk/leaflets/19596/,['https://cdn.openelections.co.uk/uploads/2020/08/10503_1-768x1024.jpg'],['leaflet_images/19596/10503_1-768x1024.jpg'],2015 General Election,UK Independence Party,Wycombe,Candidate,"Brexit/Europe, Economy, Education, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19599/,['https://cdn.openelections.co.uk/uploads/2020/08/10506_1.jpg'],['leaflet_images/19599/10506_1.jpg'],2015 General Election,Green Party,Brighton Pavilion,"Candidate, Other party/leader/candidate, Tactical situation",,,,
https://www.openelections.co.uk/leaflets/19611/,['https://cdn.openelections.co.uk/uploads/2020/08/10510_1.jpg'],['leaflet_images/19611/10510_1.jpg'],2015 General Election,Conservative Party,Brighton Pavilion,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Environment, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19616/,['https://cdn.openelections.co.uk/uploads/2020/08/10512_1-1024x484.jpg'],['leaflet_images/19616/10512_1-1024x484.jpg'],2015 General Election,Labour Party,Leeds West,"Candidate, Other party/leader/candidate","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19620/,['https://cdn.openelections.co.uk/uploads/2020/08/10514_1-726x1024.jpg'],['leaflet_images/19620/10514_1-726x1024.jpg'],2015 General Election,Labour Party,Leeds West,"Other party/leader/candidate, Party leader","Health, Immigration",,,
https://www.openelections.co.uk/leaflets/19624/,['https://cdn.openelections.co.uk/uploads/2020/08/10516_1-724x1024.jpg'],['leaflet_images/19624/10516_1-724x1024.jpg'],2015 General Election,Labour Party,Leeds West,Other party/leader/candidate,"Economy, Education, Health, Immigration",,,
https://www.openelections.co.uk/leaflets/19627/,"['https://cdn.openelections.co.uk/uploads/2020/08/10517_1-721x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10517_2-721x1024.jpg']","['leaflet_images/19627/10517_1-721x1024.jpg', 'leaflet_images/19627/10517_2-721x1024.jpg']",2015 General Election,Green Party,Leeds West,Candidate,Economy,,,
https://www.openelections.co.uk/leaflets/19630/,['https://cdn.openelections.co.uk/uploads/2020/08/10518_1-1024x694.jpg'],['leaflet_images/19630/10518_1-1024x694.jpg'],2015 General Election,UK Independence Party,Leeds West,Candidate,"Brexit/Europe, Economy, Health, Immigration, Social welfare",,,
https://www.openelections.co.uk/leaflets/19633/,"['https://cdn.openelections.co.uk/uploads/2020/08/10519_1-1024x768.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10519_2-1024x768.jpg']","['leaflet_images/19633/10519_1-1024x768.jpg', 'leaflet_images/19633/10519_2-1024x768.jpg']",2015 General Election,Conservative Party,Glasgow North,"Candidate, Other party/leader/candidate","Economy, Education, Governance, Social welfare",,,
https://www.openelections.co.uk/leaflets/19639/,"['https://cdn.openelections.co.uk/uploads/2020/08/10521_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10521_2-768x1024.jpg']","['leaflet_images/19639/10521_1-768x1024.jpg', 'leaflet_images/19639/10521_2-768x1024.jpg']",2015 General Election,Liberal Democrats,Cambridge,"Candidate, Tactical situation","Economy, Education, Health",,,
https://www.openelections.co.uk/leaflets/19641/,['https://cdn.openelections.co.uk/uploads/2020/08/10523_1-744x1024.png'],['leaflet_images/19641/10523_1-744x1024.png'],2015 General Election,Conservative Party,Aldridge-Brownhills,"Candidate, Other party/leader/candidate","Brexit/Europe, Economy, Governance, Immigration",,,
https://www.openelections.co.uk/leaflets/19644/,['https://cdn.openelections.co.uk/uploads/2020/08/10524_1.jpg'],['leaflet_images/19644/10524_1.jpg'],2015 General Election,Green Party,Wycombe,Candidate,"Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19646/,['https://cdn.openelections.co.uk/uploads/2020/08/10525_1.jpg'],['leaflet_images/19646/10525_1.jpg'],2015 General Election,Liberal Democrats,Wycombe,"Candidate, Other party/leader/candidate","Environment, Health",,,
https://www.openelections.co.uk/leaflets/19649/,"['https://cdn.openelections.co.uk/uploads/2020/08/10527_1-1024x730.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10527_2-1024x730.jpg']","['leaflet_images/19649/10527_1-1024x730.jpg', 'leaflet_images/19649/10527_2-1024x730.jpg']",2015 General Election,Scottish National Party,Edinburgh South,Party leader,"Economy, Education, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19652/,"['https://cdn.openelections.co.uk/uploads/2020/08/10528_1-1024x730.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10528_2-1024x730.jpg']","['leaflet_images/19652/10528_1-1024x730.jpg', 'leaflet_images/19652/10528_2-1024x730.jpg']",2015 General Election,Scottish National Party,Edinburgh South,"Candidate, Party leader","Economy, Education, Governance, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19656/,['https://cdn.openelections.co.uk/uploads/2020/08/10530_1-727x1024.jpg'],['leaflet_images/19656/10530_1-727x1024.jpg'],2015 General Election,Green Party,South West Norfolk,"Candidate, Party leader","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19661/,"['https://cdn.openelections.co.uk/uploads/2020/08/10531_1-768x1024.jpg', 'https://cdn.openelections.co.uk/uploads/2020/08/10531_2-768x1024.jpg']","['leaflet_images/19661/10531_1-768x1024.jpg', 'leaflet_images/19661/10531_2-768x1024.jpg']",2015 General Election,Liberal Democrats,South Cambridgeshire,"Candidate, Other party/leader/candidate, Party leader","Economy, Education, Environment, Health, Social welfare",,,
https://www.openelections.co.uk/leaflets/19665/,['https://cdn.openelections.co.uk/uploads/2020/08/10532_1-720x1024.jpg'],['leaflet_images/19665/10532_1-720x1024.jpg'],2015 General Election,Liberal Democrats,South West Norfolk,"Candidate, Other party/leader/candidate, Tactical situation","Economy, Education, Health, Social welfare",,,
